Age_Group,Gender,Emirate,Occupation,Income,Family_Size,Education,Purchase_Location,Purchase_Frequency,Products_Bought,Monthly_Spending_Range,Uses_Eco_Products,Preferred_Packaging,Importance_Convenience,Importance_Price,Importance_Sustainability,Aware_Plastic_Ban,Reduce_Waste_Score,Eco_Brand_Preference,Follow_Campaigns,Social_Influence_Score,Used_Refill_Before,Try_Refill_Likelihood,Preferred_Payment_Mode,Refill_Location,Container_Type,Refill_Combos,Preferred_Scents,Interest_Non_Liquids,Discount_Switch,Willingness_to_Pay_AED,Usage_Frequency,Likely_to_Use_ReFillHub
55+,Female,Abu Dhabi,Student,10000-20000,3-4,Undergraduate,Supermarket,Bi-weekly,"Body Wash, Conditioner, Hand Wash",<50,Yes,Glass,4,3,3,Yes,2,5,Yes,2,No,3,Mobile App,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Unscented, Floral, Fresh Linen",Yes,10-20%,78.22,Weekly,No
55+,Male,Abu Dhabi,Professional,<5000,3-4,Postgraduate,Hypermarket,Weekly,"Conditioner, Fabric Softener, Shampoo, Cooking Oil, Surface Cleaner",100-200,Yes,No preference,5,2,4,Yes,4,2,No,5,No,5,Mobile App,Malls,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Unscented, Herbal, Citrus",Maybe,>20%,16.42,Weekly,No
35-44,Male,Dubai,Entrepreneur,10000-20000,3-4,Undergraduate,Local Store,Bi-weekly,"Body Wash, Surface Cleaner, Conditioner, Fabric Softener",50-100,Yes,Biodegradable,4,2,3,Yes,2,4,No,5,Yes,5,Card,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Shampoo + Conditioner, Surface Cleaner + Air Freshener","Unscented, Citrus",Yes,10-20%,72.48,Weekly,Yes
45-54,Female,Dubai,Student,20000-40000,1-2,Undergraduate,Online,Quarterly,"Surface Cleaner, Cooking Oil, Fabric Softener",100-200,Yes,Plastic,5,3,5,Yes,5,2,No,2,Yes,4,Card,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Floral, Citrus",Yes,10-20%,125.87,More than 4x,Yes
55+,Male,Ajman,Professional,5000-10000,1-2,High School,Supermarket,Quarterly,"Hand Wash, Sanitizer, Shampoo, Detergent, Conditioner",100-200,Yes,Plastic,3,2,3,Yes,3,3,Yes,1,No,3,Mobile App,Supermarkets,Use disposable option,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Floral, Unscented",Maybe,5-10%,54.41,More than 4x,Yes
45-54,Female,Dubai,Professional,20000-40000,3-4,Postgraduate,Online,Bi-weekly,"Sanitizer, Body Wash, Cooking Oil, Conditioner, Hand Wash",>400,Yes,Glass,3,5,4,Yes,3,5,Yes,5,Yes,2,Mobile App,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Cooking Oil + Vinegar","Citrus, Unscented, Herbal",Yes,>20%,108.43,Weekly,Yes
25-34,Female,Dubai,Professional,10000-20000,3-4,Undergraduate,Supermarket,Monthly,"Fabric Softener, Cooking Oil, Shampoo",100-200,Yes,Plastic,4,5,3,Yes,2,2,Yes,1,Yes,2,Cash,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Floral, Citrus",Yes,5-10%,77.99,Weekly,No
25-34,Female,Dubai,Student,>40000,3-4,Postgraduate,Online,Quarterly,"Cooking Oil, Shampoo, Sanitizer",100-200,Occasionally,Aluminum,5,4,3,Yes,5,2,No,2,No,3,Card,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Herbal, Unscented",No,>20%,220.32,Once,Yes
18-24,Female,Dubai,Professional,<5000,1-2,Undergraduate,Hypermarket,Weekly,"Sanitizer, Body Wash, Shampoo",100-200,Yes,No preference,3,4,3,Yes,5,5,Yes,1,No,3,Card,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Detergent + Fabric Softener","Unscented, Floral",Maybe,5-10%,31.76,Weekly,No
55+,Female,Sharjah,Entrepreneur,5000-10000,1-2,Undergraduate,Hypermarket,Monthly,"Conditioner, Hand Wash, Fabric Softener",>400,Occasionally,No preference,3,4,4,Unsure,5,4,Yes,3,Yes,3,Mobile App,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Unscented",Yes,5-10%,47.25,Weekly,No
35-44,Male,Sharjah,Student,10000-20000,5+,High School,Supermarket,Quarterly,"Body Wash, Fabric Softener, Shampoo",200-400,Yes,Biodegradable,3,5,5,Yes,3,2,Yes,2,No,3,Cash,Supermarkets,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Citrus, Floral, Unscented",No,>20%,88.07,Weekly,No
25-34,Female,Sharjah,Student,5000-10000,1-2,High School,Supermarket,Weekly,"Sanitizer, Conditioner, Fabric Softener, Cooking Oil",50-100,Occasionally,Biodegradable,3,5,5,Unsure,5,5,Yes,2,No,3,Mobile App,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Floral, Herbal, Citrus",Maybe,<5%,71.99,Once,No
35-44,Female,Dubai,Professional,20000-40000,3-4,Postgraduate,Other,Weekly,"Conditioner, Shampoo, Body Wash, Surface Cleaner",200-400,Occasionally,Glass,4,5,5,Yes,5,3,Yes,5,No,2,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Unscented, Citrus, Floral",Maybe,>20%,128.63,Weekly,Yes
35-44,Male,Dubai,Other,20000-40000,5+,Postgraduate,Supermarket,Quarterly,"Sanitizer, Surface Cleaner, Body Wash",100-200,No,Plastic,5,4,3,Yes,2,3,No,5,Yes,4,Card,Malls,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Unscented, Herbal, Floral",Maybe,5-10%,102.68,Twice,Yes
25-34,Female,Abu Dhabi,Entrepreneur,<5000,1-2,Undergraduate,Supermarket,Bi-weekly,"Conditioner, Sanitizer, Surface Cleaner, Fabric Softener, Shampoo",200-400,No,Glass,3,4,3,Yes,4,5,Yes,5,No,3,Mobile App,Malls,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Citrus, Fresh Linen, Unscented",Maybe,>20%,31.17,Weekly,Yes
18-24,Female,Dubai,Entrepreneur,10000-20000,1-2,High School,Supermarket,Weekly,"Cooking Oil, Conditioner, Shampoo",200-400,Yes,Aluminum,4,4,4,No,5,2,No,3,No,3,Cash,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Herbal, Citrus",No,10-20%,88.49,Twice,Yes
35-44,Female,Dubai,Professional,10000-20000,3-4,Undergraduate,Supermarket,Bi-weekly,"Surface Cleaner, Conditioner, Fabric Softener",50-100,Occasionally,Biodegradable,3,4,5,No,2,5,No,3,No,3,Cash,Malls,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner","Floral, Herbal",Yes,10-20%,54.36,Weekly,No
35-44,Female,Sharjah,Professional,5000-10000,3-4,Postgraduate,Online,Bi-weekly,"Detergent, Sanitizer, Shampoo, Surface Cleaner",200-400,Occasionally,Plastic,3,4,3,Yes,2,5,Yes,4,Yes,5,Card,Residential Lobbies,Buy branded bottle once,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar, Detergent + Fabric Softener","Herbal, Unscented, Fresh Linen",Yes,10-20%,59.37,Twice,Yes
45-54,Female,Dubai,Student,>40000,3-4,Postgraduate,Hypermarket,Monthly,"Fabric Softener, Body Wash, Surface Cleaner, Cooking Oil, Shampoo",50-100,Occasionally,Glass,3,4,3,Unsure,5,2,Yes,2,No,2,Mobile App,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Floral, Citrus, Unscented",Maybe,<5%,197.97,Once,No
35-44,Female,Abu Dhabi,Professional,20000-40000,5+,High School,Supermarket,Monthly,"Conditioner, Detergent, Cooking Oil, Sanitizer, Fabric Softener",50-100,No,Glass,3,5,3,Yes,4,4,Yes,5,No,2,Mobile App,Malls,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener","Citrus, Floral, Unscented",Maybe,>20%,133.15,Weekly,No
45-54,Female,Dubai,Other,10000-20000,1-2,High School,Online,Quarterly,"Surface Cleaner, Conditioner, Cooking Oil, Hand Wash",50-100,Yes,No preference,4,3,4,Yes,3,4,No,2,Yes,4,Card,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Citrus, Floral",Maybe,5-10%,74.29,Once,No
35-44,Female,Dubai,Professional,20000-40000,3-4,Postgraduate,Hypermarket,Bi-weekly,"Sanitizer, Conditioner, Hand Wash, Body Wash, Fabric Softener",200-400,Occasionally,Glass,5,3,5,Unsure,4,3,Yes,1,No,5,Mobile App,Residential Lobbies,Use disposable option,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Herbal, Unscented",Yes,10-20%,123.43,Weekly,Yes
35-44,Female,Dubai,Homemaker,10000-20000,3-4,Undergraduate,Online,Bi-weekly,"Body Wash, Detergent, Sanitizer",50-100,Yes,Biodegradable,4,4,4,No,5,4,Yes,3,Yes,5,Mobile App,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Floral",Yes,10-20%,78.6,More than 4x,No
45-54,Female,Others,Entrepreneur,>40000,1-2,Undergraduate,Local Store,Bi-weekly,"Fabric Softener, Detergent, Body Wash, Cooking Oil, Hand Wash",<50,No,Biodegradable,4,3,5,Unsure,4,5,Yes,4,No,5,Card,Gyms,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer","Floral, Unscented, Herbal",No,10-20%,207.14,More than 4x,No
25-34,Female,Sharjah,Student,10000-20000,3-4,High School,Local Store,Bi-weekly,"Surface Cleaner, Sanitizer, Hand Wash",200-400,Yes,Plastic,4,3,5,Yes,2,2,Yes,1,Yes,4,Cash,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Herbal, Unscented",No,5-10%,79.47,Twice,Yes
18-24,Male,Others,Other,20000-40000,3-4,Undergraduate,Supermarket,Weekly,"Conditioner, Surface Cleaner, Cooking Oil, Fabric Softener",50-100,Occasionally,Aluminum,3,5,3,Yes,2,3,Yes,2,No,4,Card,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Shampoo + Conditioner","Fresh Linen, Citrus, Floral",Maybe,5-10%,111.01,More than 4x,No
18-24,Female,Abu Dhabi,Student,20000-40000,3-4,Postgraduate,Hypermarket,Quarterly,"Body Wash, Cooking Oil, Fabric Softener, Shampoo, Detergent",50-100,Yes,Biodegradable,5,4,3,Yes,4,4,Yes,3,No,4,Subscription,Petrol Stations,Buy branded bottle once,"Cooking Oil + Vinegar, Hand Wash + Sanitizer","Citrus, Herbal, Unscented",No,5-10%,117.37,Twice,No
45-54,Female,Dubai,Professional,5000-10000,1-2,Doctorate,Online,Monthly,"Hand Wash, Body Wash, Surface Cleaner, Shampoo, Detergent",50-100,Yes,Glass,3,4,3,Yes,3,5,No,5,No,5,Cash,Malls,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner","Unscented, Floral",Yes,>20%,49.93,More than 4x,No
35-44,Male,Abu Dhabi,Student,20000-40000,3-4,Undergraduate,Other,Bi-weekly,"Detergent, Shampoo, Hand Wash",100-200,No,No preference,4,3,3,No,4,3,No,1,No,2,Mobile App,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Floral, Herbal, Fresh Linen",Maybe,<5%,132.3,Weekly,Yes
35-44,Female,Abu Dhabi,Student,5000-10000,3-4,Undergraduate,Online,Monthly,"Conditioner, Body Wash, Fabric Softener, Shampoo, Cooking Oil",100-200,Occasionally,Plastic,3,4,3,Yes,5,2,Yes,3,Yes,5,Card,Gyms,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Floral, Citrus, Fresh Linen",No,>20%,54.84,Once,No
25-34,Male,Sharjah,Professional,5000-10000,5+,High School,Other,Bi-weekly,"Sanitizer, Body Wash, Fabric Softener, Conditioner",<50,No,Plastic,5,4,5,Yes,3,4,Yes,2,No,4,Subscription,Supermarkets,Use disposable option,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Fresh Linen, Floral",Yes,5-10%,43.42,Weekly,No
18-24,Male,Dubai,Professional,5000-10000,1-2,Undergraduate,Hypermarket,Bi-weekly,"Cooking Oil, Surface Cleaner, Body Wash, Fabric Softener, Hand Wash",>400,Yes,Biodegradable,5,4,3,Yes,4,5,No,2,No,5,Cash,Malls,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Herbal, Fresh Linen, Floral",Yes,5-10%,40.8,Twice,No
18-24,Female,Abu Dhabi,Professional,>40000,3-4,Undergraduate,Supermarket,Monthly,"Hand Wash, Sanitizer, Shampoo, Detergent",200-400,Yes,Biodegradable,3,4,3,Yes,4,2,Yes,1,Yes,3,Card,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Floral, Citrus",Maybe,10-20%,206.55,Weekly,Yes
25-34,Male,Dubai,Professional,20000-40000,3-4,Undergraduate,Online,Bi-weekly,"Cooking Oil, Shampoo, Hand Wash, Sanitizer, Detergent",50-100,Occasionally,No preference,4,3,4,Yes,3,5,No,1,No,5,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Fresh Linen, Unscented",Maybe,<5%,115.25,Weekly,No
35-44,Female,Dubai,Student,20000-40000,3-4,Undergraduate,Other,Quarterly,"Detergent, Shampoo, Fabric Softener, Sanitizer",50-100,Occasionally,Biodegradable,3,2,4,Yes,4,5,Yes,1,Yes,5,Card,Malls,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer","Citrus, Fresh Linen, Herbal",Yes,10-20%,127.53,Weekly,Yes
25-34,Female,Sharjah,Student,20000-40000,3-4,Undergraduate,Local Store,Monthly,"Detergent, Fabric Softener, Shampoo, Hand Wash, Body Wash",100-200,Occasionally,No preference,4,3,5,No,5,5,No,4,No,2,Subscription,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Cooking Oil + Vinegar, Detergent + Fabric Softener","Citrus, Herbal",Yes,>20%,119.44,Weekly,No
25-34,Female,Abu Dhabi,Professional,10000-20000,3-4,High School,Supermarket,Bi-weekly,"Shampoo, Conditioner, Surface Cleaner, Body Wash, Fabric Softener",100-200,No,Biodegradable,5,5,5,Yes,2,2,Yes,5,No,2,Cash,Supermarkets,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner, Hand Wash + Sanitizer","Fresh Linen, Floral",Yes,<5%,89.6,More than 4x,Yes
55+,Male,Dubai,Professional,>40000,3-4,Undergraduate,Hypermarket,Monthly,"Sanitizer, Detergent, Cooking Oil, Surface Cleaner, Body Wash",50-100,Occasionally,Biodegradable,3,2,4,No,5,3,Yes,3,Yes,2,Subscription,Malls,Buy branded bottle once,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Unscented, Herbal",Yes,>20%,192.63,More than 4x,Yes
25-34,Male,Dubai,Entrepreneur,10000-20000,5+,High School,Supermarket,Weekly,"Body Wash, Sanitizer, Fabric Softener, Surface Cleaner, Hand Wash",50-100,No,Aluminum,5,2,4,Yes,4,5,No,2,No,3,Cash,Supermarkets,Use disposable option,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Herbal, Unscented",No,10-20%,89.39,Weekly,Yes
35-44,Female,Abu Dhabi,Entrepreneur,5000-10000,3-4,High School,Supermarket,Bi-weekly,"Cooking Oil, Surface Cleaner, Sanitizer, Detergent",200-400,No,Glass,4,2,3,Yes,2,3,Yes,2,No,2,Mobile App,Petrol Stations,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner","Citrus, Floral",No,5-10%,59.83,Weekly,Yes
45-54,Prefer not to say,Sharjah,Homemaker,5000-10000,3-4,Doctorate,Online,Bi-weekly,"Hand Wash, Body Wash, Detergent",50-100,No,No preference,4,3,3,Yes,3,3,Yes,5,No,3,Card,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Floral, Fresh Linen",No,5-10%,45.6,More than 4x,No
25-34,Female,Ajman,Entrepreneur,20000-40000,5+,Undergraduate,Supermarket,Bi-weekly,"Shampoo, Cooking Oil, Surface Cleaner, Hand Wash, Conditioner",100-200,No,Glass,3,5,5,No,5,4,Yes,1,No,4,Card,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Unscented",Maybe,>20%,111.22,More than 4x,No
35-44,Male,Others,Professional,20000-40000,5+,Undergraduate,Hypermarket,Monthly,"Cooking Oil, Surface Cleaner, Detergent",200-400,Occasionally,Glass,3,3,4,Yes,3,4,No,1,Yes,2,Card,Malls,Bring my own,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Fresh Linen, Unscented, Citrus",Yes,5-10%,139.28,Once,No
45-54,Female,Sharjah,Entrepreneur,5000-10000,5+,Postgraduate,Supermarket,Bi-weekly,"Cooking Oil, Body Wash, Fabric Softener",100-200,No,Glass,3,5,5,Yes,2,3,Yes,2,No,5,Mobile App,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Cooking Oil + Vinegar","Citrus, Herbal, Unscented",Yes,>20%,40.97,Twice,Yes
55+,Female,Dubai,Professional,<5000,3-4,Doctorate,Hypermarket,Monthly,"Fabric Softener, Detergent, Surface Cleaner, Body Wash, Cooking Oil",50-100,Yes,Aluminum,5,3,3,Yes,4,4,No,5,No,5,Subscription,Supermarkets,Bring my own,"Shampoo + Conditioner, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Citrus, Herbal, Floral",Yes,10-20%,28.06,Twice,No
18-24,Female,Abu Dhabi,Professional,20000-40000,1-2,Undergraduate,Supermarket,Monthly,"Detergent, Body Wash, Fabric Softener, Conditioner",100-200,Yes,Glass,4,3,5,Yes,2,4,Yes,2,Yes,3,Subscription,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Citrus, Fresh Linen",Yes,<5%,123.45,Weekly,No
55+,Male,Dubai,Entrepreneur,<5000,3-4,Postgraduate,Supermarket,Bi-weekly,"Surface Cleaner, Sanitizer, Fabric Softener",<50,Yes,Plastic,4,3,5,No,2,3,Yes,1,No,2,Card,Petrol Stations,Bring my own,"Cooking Oil + Vinegar, Shampoo + Conditioner","Herbal, Floral",Yes,10-20%,25.1,Twice,No
25-34,Female,Dubai,Professional,20000-40000,3-4,Undergraduate,Supermarket,Monthly,"Conditioner, Surface Cleaner, Fabric Softener",200-400,No,Biodegradable,5,2,5,No,3,2,No,3,Yes,5,Mobile App,Residential Lobbies,Use disposable option,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Cooking Oil + Vinegar","Floral, Citrus",No,>20%,127.81,Weekly,No
25-34,Female,Sharjah,Entrepreneur,>40000,3-4,Undergraduate,Supermarket,Bi-weekly,"Cooking Oil, Sanitizer, Conditioner, Body Wash",100-200,Yes,Glass,3,3,3,Yes,5,4,Yes,1,No,4,Mobile App,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Cooking Oil + Vinegar","Citrus, Floral, Herbal",Maybe,10-20%,190.69,Weekly,Yes
25-34,Female,Dubai,Homemaker,10000-20000,3-4,Undergraduate,Supermarket,Bi-weekly,"Sanitizer, Surface Cleaner, Body Wash, Conditioner, Detergent",200-400,Yes,Aluminum,3,5,5,Yes,2,4,Yes,3,No,2,Mobile App,Residential Lobbies,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Fresh Linen, Herbal, Citrus",Maybe,10-20%,94.33,Weekly,Yes
55+,Male,Ajman,Homemaker,5000-10000,5+,Postgraduate,Supermarket,Bi-weekly,"Body Wash, Hand Wash, Conditioner, Cooking Oil",>400,No,Plastic,5,5,3,No,4,2,Yes,4,No,4,Mobile App,Supermarkets,Bring my own,"Shampoo + Conditioner, Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Floral",Maybe,>20%,41.75,Weekly,Yes
25-34,Female,Abu Dhabi,Other,20000-40000,3-4,Postgraduate,Online,Bi-weekly,"Shampoo, Conditioner, Fabric Softener",>400,No,Plastic,4,5,4,Yes,2,2,Yes,5,No,5,Mobile App,Supermarkets,Buy branded bottle once,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Floral, Herbal",No,5-10%,118.56,Once,Yes
25-34,Female,Abu Dhabi,Professional,20000-40000,5+,Undergraduate,Supermarket,Weekly,"Surface Cleaner, Sanitizer, Conditioner",>400,Occasionally,Plastic,4,2,5,Yes,3,2,No,4,No,2,Subscription,Malls,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Hand Wash + Sanitizer","Citrus, Floral",Maybe,>20%,105.62,More than 4x,Yes
35-44,Male,Abu Dhabi,Professional,10000-20000,3-4,High School,Online,Monthly,"Hand Wash, Shampoo, Fabric Softener, Conditioner",100-200,No,Biodegradable,4,3,5,Yes,5,3,Yes,1,No,3,Mobile App,Petrol Stations,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Citrus, Herbal",Yes,>20%,85.46,More than 4x,No
25-34,Female,Ajman,Professional,>40000,3-4,Undergraduate,Online,Bi-weekly,"Fabric Softener, Sanitizer, Cooking Oil",100-200,Occasionally,Plastic,4,3,3,Yes,4,2,Yes,5,No,5,Cash,Supermarkets,Use disposable option,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Unscented, Floral",Maybe,10-20%,218.88,Weekly,No
18-24,Female,Abu Dhabi,Professional,<5000,3-4,High School,Local Store,Bi-weekly,"Detergent, Body Wash, Sanitizer, Fabric Softener",100-200,Occasionally,No preference,5,4,5,Yes,3,3,Yes,1,No,4,Card,Residential Lobbies,Use disposable option,"Hand Wash + Sanitizer, Shampoo + Conditioner","Unscented, Floral, Fresh Linen",Yes,>20%,45.08,More than 4x,Yes
18-24,Male,Abu Dhabi,Professional,10000-20000,3-4,Undergraduate,Local Store,Quarterly,"Body Wash, Shampoo, Detergent, Surface Cleaner",100-200,Occasionally,Plastic,4,2,3,No,2,5,Yes,5,No,2,Card,Petrol Stations,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Citrus",Yes,10-20%,86.35,Once,Yes
18-24,Male,Dubai,Entrepreneur,20000-40000,1-2,Postgraduate,Online,Monthly,"Shampoo, Fabric Softener, Cooking Oil",200-400,No,Plastic,5,5,5,Yes,2,5,Yes,5,No,4,Mobile App,Supermarkets,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Citrus, Unscented, Fresh Linen",Yes,10-20%,116.29,Weekly,Yes
25-34,Female,Abu Dhabi,Entrepreneur,20000-40000,1-2,Postgraduate,Supermarket,Monthly,"Conditioner, Sanitizer, Fabric Softener",50-100,Yes,Plastic,3,5,4,Yes,5,2,No,1,Yes,4,Cash,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Hand Wash + Sanitizer, Shampoo + Conditioner","Unscented, Floral",Maybe,10-20%,120.02,Once,No
18-24,Male,Dubai,Professional,5000-10000,5+,Postgraduate,Supermarket,Weekly,"Shampoo, Detergent, Body Wash",>400,Occasionally,Plastic,5,3,4,No,3,2,No,1,No,3,Subscription,Gyms,Buy branded bottle once,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Hand Wash + Sanitizer","Unscented, Herbal, Floral",Maybe,10-20%,46.77,Weekly,Yes
35-44,Female,Sharjah,Student,20000-40000,1-2,Postgraduate,Other,Monthly,"Cooking Oil, Conditioner, Sanitizer",200-400,Yes,Biodegradable,4,5,4,Yes,3,5,Yes,5,No,3,Mobile App,Malls,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Citrus, Floral",Maybe,10-20%,107.87,Twice,No
25-34,Male,Abu Dhabi,Professional,10000-20000,3-4,Undergraduate,Supermarket,Monthly,"Body Wash, Shampoo, Sanitizer, Hand Wash",>400,Yes,Biodegradable,3,3,5,Yes,5,3,Yes,5,No,5,Cash,Supermarkets,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner, Cooking Oil + Vinegar","Floral, Fresh Linen",No,5-10%,72.05,Weekly,No
25-34,Female,Abu Dhabi,Student,5000-10000,3-4,Postgraduate,Supermarket,Monthly,"Cooking Oil, Body Wash, Shampoo",200-400,No,Aluminum,5,3,5,Yes,4,3,No,1,Yes,3,Mobile App,Residential Lobbies,Bring my own,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Citrus, Unscented",No,10-20%,59.09,Twice,Yes
45-54,Male,Dubai,Homemaker,<5000,3-4,Undergraduate,Supermarket,Monthly,"Fabric Softener, Shampoo, Sanitizer, Cooking Oil",50-100,Yes,Plastic,5,4,4,Yes,3,2,Yes,1,Yes,3,Card,Supermarkets,Use disposable option,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Unscented",Maybe,5-10%,16.33,Weekly,No
25-34,Female,Dubai,Professional,20000-40000,3-4,High School,Supermarket,Bi-weekly,"Hand Wash, Body Wash, Conditioner",50-100,Occasionally,Plastic,5,2,4,Unsure,5,2,Yes,2,No,5,Mobile App,Residential Lobbies,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener","Floral, Herbal, Unscented",No,5-10%,97.19,Twice,No
